#,Name,Address,Atoll,Island,District,Rooms,Beds,Phone,Fax,Email,Website,Operator,Owner/Lesse
76,Beach Sunrise Inn,"Orchid Hiya, Hulhumale' Lot No. 10718",Kaafu,Male',Hulhumale',12,24,"3350056
7771783",,reservations@beachsunrise.com,www.beachsunriseinn.com,"Khadheeja Abdul Sathaar 
Ma. Chanpaamaage
Neeloafaru Magu
Male;, Republic of Maldives","Khadheeja Abdul Sathaar 
Ma. Champaamaage
Dhanburu Magu
Male', Republic of Maldives"
77,Beach Veli,"Silver Beach, Jumhooree Magu",Alifu Alifu,Ukulhas,,6,12,"7776458
9685446",,info@beachveli.com,http://www.beachveli.com/,"Eshaveli Pvt Ltd
M. Shafaa
Muniyaa Magu
Republic of Maldives","Ibrahim Sharaf 
Mureedhuge
Ukulhas, Alifu Alifu Atoll
Republic of Maldives"
78,Beach Vita Maldives,"Thousand Flower, Javaahiru Magu",Alifu Dhaalu,Hangnaameedhoo,,4,8,7638936,,beachvitamaldives@gmail.com,,"Beach Vita Maldives (SP)
Nahidha Hassan 
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives","Amir Dawood 
Veesanmaage
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives"
79,Beach Walk Villa,"Kandholhu, Lhosgas Magu",Kaafu,Gulhi,,8,16,9995111/7774664,,"hamdhun@gmail.com
beachwalkmaldives@gmail.com",,"Beach Walk Travels & Tours Pvt Ltd 
M. Fairy Villa
Shaheed Ali Hingun
Male', Republic of Maldives","Fathimath Nafeesa 
West House
Gulhi, Kaafu Atoll
Republic of Maldives"
80,Beachwalk Kanditheemu,River,Shaviyani,Kanditheemu,,3,6,7956090,,mauroofahmed@gmail.com,,"Beachwalk Pvt Ltd 
Paris
Kanditheemu, Shaviyani Atoll
Republic of Maldives","Moosa Luthfee 
Malaaz
Kanditheemu, Shaviyani Atoll
Republic of Maldives"
81,Beehive Central,M. Novina,Kaafu,Male',Maafannu,34,68,3306633,,info@beehivehotels.com,www.beehivehotels.com,"Beehive Hotels Pvt Ltd
M. Baheeju Palace
Shaheed Ali Hingun
Male', Republic of Maldives","Mohamed Salih 
M. Shuaaz
Orchid Magu
Male', Republic of Maldives"
82,Beehive Premier,"H. Zesna, Raiyvilla Hingun",Kaafu,Male',Henveiru,23,46,4008004,,info@teatreehotels.mv,,"Tea Tree Hotels Pvt Ltd
M. California No. 2, 3 Floor
Majeedhee Magu
Male', Republic of Maldives","Damas Company Pvt Ltd 
Dalina Building
Orchid Magu
Male', Republic of Maldives"
83,Belvedere Thoddoo,"1. Deyzee 2. Ehiya, Ruhdhandu Magu",Alifu Alifu,Thoddoo,,10,20,9190901,,belvederethoddoo@gmail.com,,"Belvedere (P)
Deyzee
Ruhdhandu Magu
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Owner of Deyzee
1. Hassan Sumeel
Heenaamaage, Thoddoo, Alifu Alifu Atoll, Republic of Maldives
Owners of Ehiya
1. Ibrahim Ziyad 
Hiyaleege, Thoddoo, Alifu Alifu Atoll, Republic of Maldives
2. Fathimath Jezmeen 
Rankokaage, Thoddoo, Alifu Alifu Atoll, Republic of Maldives"
84,Bibee Maldives,Nooran & Shuhaa Palace,Kaafu,Dhiffushi,,9,18,9621604,,info@bibeemaldives.com,www.bibeemaldives.com,"Bibee Maldives Pvt Ltd 
HM Lot No. 10513
Male', Republic of Maldives","1. Nafiz Waheed 
Noorange 
Dhiffushi, Kaafu Atoll
Republic of Maldives 
2. Ahmed Shuhadh
Silinco 
Dhiffushi, Kaafu Atoll
Republic of Maldives"
85,Biosphere Inn,Raastha,Baa,Dharavandhoo,,7,14,7792206,,info@biosphereinn.com,www.biosphereinn.com,"Ahmed Hamdhan 
Hamlam Investment (SP)
Nikamaage
Kendhoo, Baa Atoll
Republic of Maldives","Ali Sameeh 
Ranauraage
Dharavandhoo, Baa Atoll
Republic of Maldives"
86,Bito's G.H,Roashanee Aage,Kaafu,Himmafushi,,6,12,7979615,,reservations.bitos@gmail.com,,"Khadheeja 
Dhunfini
Himmafushi, Kaafu Atoll
Republic of Maldives","Fathimath Khaleela 
V. Roashanee Aage
Male', Republic of Maldives"
87,Black Pearl Himandhoo,"Black Pearl, Nooraanee Magu",Alifu Alifu,Himandhoo,,3,6,9815497,,riph.ham@gmail.com,,"Black Pearl Himandhoo (SP) 
Hawwa Rifa 
Aavehi
Lhohi, Noonu Atoll
Republic of Maldives","Ali Mohamed 
Bageechaage
Himandhoo, Alifu Alifu Atoll
Republic of Maldives"
88,Blu Dhiffushi,"1. Hiyaavahi 2. Vaaveri 3. Unicorn , Mirihi Magu",Kaafu,Dhiffushi,,20,40,7778198,,moza@hologo.world,,"The Captains Estates Pvt Ltd 
Ma. Raahaa
Male', Republic of Maldives","1. Land owners of Hiyaavahi - Legal Heirs of late Hamid Ibrahim Fulhu
Mohamed Zaid, Hiyaavahi, K. Dhiffushi
Suma Haamid, Hiyaavahi, K. Dhiffushi
Ahmed Junaid, Hiyaavahi, K. Dhiffushi 
Salma Ahmed, Hiyaavahi, K. Dhiffushi
2. Land owner of Vaaveri
Aminath Zidhuna, Sikkage, K. Dhiffushi
3. Land owner of Unicorn
Mohamed Rashid, Unicorn, K. Dhiffushi"
89,Blue Coral Vashafaru Maldives,Zamaan,Haa Alifu,Vashafaru,,6,12,7912129,,bluecoralmaldives@gmail.com,,"Mohamed Azim 
Harudhanaage Aage
Hithadhoo, Seenu Atoll
Republic of Maldives","Ali Shareef 
Zamaan
Vashafaru, Haa Alifu Atoll
Republic of Maldives"
90,Blue Lagoon Maldives,Blue Heaven,Raa,Rasgetheemu,,6,12,7944241,,contactbluelagoonmv.com,bluelagoonmv.com,"Aishath Husna
Dhaftharu. No RS 13409
Male', Republic of Maldives","Abdul Muhusin Hassan
Dhaftharu NO RS 13409
Male', Republic of Maldives"
91,Blue Water Thoddoo Inn,Noohiri,Alifu Alifu,Thoddoo,,3,6,9695682,,res.bluewater@gmail.com,,"Hussain Hassan
Nasreenge
AA. Thoddoo
Republic of Maldives","Hussain Hassan 
Nasreenge
AA. Thoddoo
Republic of Maldives"
92,Blue Wave Guest House,Violetge,Dhaalu,Kudahuvadhoo,,18,36,9999249,,shamyym@gmail.com,bluewaveguesthousemaldives.com,"Blue Wave Guest House (SP)
Mohamed Rameez 
Violetge
Kudahuvadhoo, Dhaalu Atoll
Republic of Maldives","1. Ahmed Shaugy 
Violetge, Dh. Kudahuvadhoo, Rep. of Maldives
2. Shafeega Idrees 
Violetge, Dh. Kudahuvadhoo, Rep. of Maldives
3. Ali Shameem 
Violetge, Dh. Kudahuvadhoo, Rep. of Maldives
4. Abdulla Nafiz 
Violetge, Dh. Kudahuvadhoo, Rep. of Maldives
5. Rizmeena 
Violetge, Dh. Kudahuvadhoo, Rep. of Maldives
6. Mohamed Rameez 
Violetge, Dh. Kudahuvadhoo, Rep. of Maldives
7. Ibrahim Rameez 
Violetge, Dh. Kudahuvadhoo, Rep. of Maldives
8. Aishath Rameeza 
Violetge, Dh. Kudahuvadhoo, Rep. of Maldives
9. Ashiya Dhon Manik 
Violetge, Dh. Kudahuvadhoo, Rep. of Maldives
10. Ismail Rameez 
Violetge, Dh. Kudahuvadhoo, Rep. of Maldives"
93,Blue World Dharavandhoo,Keema & Manaazir,Baa,Dharavandhoo,,4,8,7778733,,info@blueworlddharavandhoo.com,www.blueworlddharavandhoo.com,"Abdulla Shareef 
Dheyliyaage
B. Dharavandhoo
Republic of Maldives","1.Aishath Nazeera 
Vaarey Villa
B. Dharaandhoo
Republic of Maldives 

2. Shehenaz Abdul Raheem 
Keema
B. Dharavandhoo
Republic of Malives"
94,Boaveli Maldives Guest House,Haali,Vaavu,Keyodhoo,,4,8,7895903,,info@boavelimaldives.com,,"Boaveli Holidays 
Saffah Ibrahim Jaleel 
Chaandh
Keyodhoo, Vaavu Atoll
Republic of Maldives","Ali Moosa Maniku 
Haali
V. Keyodhoo
Republic of Maldives"
95,Boegas View,Aizan,Haa Dhaalu,Vaikaradhoo,,3,6,9445151,,waddy1981@yahoo.co.uk,,"I. W. Services (SP)
Ibrahim Waheed  
Kasthoorimaage
Vaikaradhoo, Haa Dhaalu Atoll
Republic of Maldives","Adam Mohamed 
Aizan
Vaikaradhoo, Haa Dhaalu Atoll
Republic of Maldives"
96,Bougain Villa Guest House,"Dhammaru, Haveeree Hingun",Gaafu Alifu,Gemanafushi,,4,8,7881313,,asimgem@gmail.com,,"New Apple (SP)
Asim Mohamed 
Hilihilaage
Gemanafushi, Gaafu Alifu Atoll
Republic of Maldives","Asim Mohamed 
Hilihilaage
Gemanafushi, Gaafu Alifu Atoll
Republic of Maldives"
97,Bougainvillea Inn,"Fresh Heart, Kurikeela Magu",Vaavu,Fulidhoo,,3,6,9996674,,stay.bougainvilleainn@gmail.com,,"Fruitify (SP)
Shaheen Shathir 
Fresh Heart
Fulidhoo, Vaavu Atoll
Republic of Maldives","Shakeela Ibrahim 
Fresh Heart
Fulidhoo, Vaavu Atoll
Republic of Maldives"
98,Boutique Beach Guest House,Fehivina,Alifu Dhaalu,Dhigurah,,6,12,9739663,,bookings@boutiquebeach.club,www.boutiquebeach.club.com,"Boutique Beach Pvt Ltd
Blue Heaven
Adh. Dhigurah
Republic of Maldives","Mariyam Hussain 
Boduge
Adh. Dhigurah
Republic of Maldives"
99,Brick Wood,Bashima Villa,Alifu Alifu,Rasdhoo,,6,12,9159099,,brickwoodrasdhoo@gmail.com,www.brickwoodrasdhoo.com,"Mohamed Shaheen
Zeyvaru
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives","Mohamed Musthafa
Bashimaa Villa
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives"
100,Brickwood Ganduvaru,Sunshine,Alifu Alifu,Rasdhoo,,5,10,7998512,,shaafiu1991@gmail.com,,"Ismail Shafiu 
Rihiveli
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives","Mahmood Ibrahim 
Sunshine
Rasdhoo, Alifu Alifu Atoll
Male', Republic of Maldives"
101,Brize Inn,Hulhumale lot no. 10809,Kaafu,Male',Hulhumale',12,24,"3359007 
9996026
7788595",,nazmee@brizeinternational.com,,"Ahmed Nazmee 
M. Alimas Vaadhee 
Male', Republic of Maldives","Mohamed Azmee
M. Alimas Vaadhee
Male', Republic of Maldives"
102,Burooj Inn,"Alight Hingun, Dhekunu Avah",Haa Dhaalu,Makunudhoo,,3,6,7900677,,zuhair3156@gmail.com,,"Ahmed Zuhair
Raiyvilla ge
Makunudhoo, Haa Dhaalu
Republic of Maldives","Ahmed Zuhair
Raiyvilla ge
Makunudhoo, Haa Dhaalu
Republic of Maldives"
103,By The Shade,Medhufaru,Alifu Dhaalu,Hangnaameedhoo,,4,8,9741445,,medhureef@gmail.com,,"Aishath Thamheedha 
Medhufaru
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives","Adam Salih 
Medhufaru
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives"
104,Calm Inn,M. Maafusheege,Kaafu,Male',Maafannu,16,32,7900952,,saddam@awipam.com,,"Saddam Ali 
Asareege
Kolamaafushi, Gaafu Alifu Atoll
Republic of Maldives","1. Ahmed Shafeeq Ibrahim Moosa 
M. Maafusheege
2. Niumath Shafeeq 
M. Maafusheege
3. Aminath Nahida 
M. Maafusheege
4. Hassan Shafeeq 
M. Maafusheege
5. Reena Shafeeq 
M. Maafusheege
6. Mariyam Shafeeq 
M. Maafusheege
7. Abdulla Shifau 
M. Maafusheege
8. Asiyath Rilweena 
M. Maafusheege
Male', Republic of Maldives"
105,Calyx Grand,Calyx,Gnaviyani,Fuvahmulah,,5,10,7785078,6860919,calyxgrand@gmail.com,,"Mohamed Farzad 
Miskihmagu, Sunny Lodge 
Fuvahmulah, Gnaviyani Atoll 
Republic of Maldives","Mohamed Farzad 
Miskihmagu, Sunny Lodge 
Fuvahmulah, Gnaviyani Atoll 
Republic of Maldives"
106,Canopus Retreat Thulusdhoo,Luxter & Amaaz,Kaafu,Thulusdhoo,,12,24,9878833,3325397,thulusdhoo@canopusretreats.com,www.canopusretreats.com,"Canopus Retreats Pvt Ltd 
G.Maavehi, 2nd Floor
Buruzu Magu
Male', Rep. of Maldives","1.Hawwa Zahira 
Wafaa
K. Thulusdhoo
Rep. of Maldives
2. Azlifa Ahmed
Vafaa
K. Thulusdhoo
Rep. of Maldives"
107,Captains Inn and Spa,"Chandhanee Moon, Hulhumale' Lot No. 10416, Ahigas Magu",Kaafu,Male',Hulhumale',4,8,9178881,,clubvacaymaldives@gmail.com,,"Club Vacay Maldives Pvt Ltd 
G. Sinamo (7th Floor) 
Banafsaa Magu 
Male’, Republic of Maldives","1. Fathimath Mausooma Mohamed Abdul Rahman 
G. Dhaandhaneemaage 
Male’, Republic of Maldives 
2. Ryson Alafin Hassan 
M. Cessna 
Male’, Republic of Maldives"
108,Carnival Guest House,Freesia,Haa Dhaalu,Kulhudhuffushi,,3,6,7317693,,info@carnivalguesthouse.com,www.carnivalguest.com,"Gasim Ali 
Chanpaamaage
Kulhudhuffushi, Haa Dhaalu Atoll
Republic of Maldives","Ali Adam 
Freesia
Kulhudhuffushi, Haa Dhaalu Atoll
Republic of Maldives"
109,Casa Baraabaru Maldives,Baraabaru,Vaavu,Thinadhoo,,3,6,9620000,,www.baraabaru.mv@gmail.com,www.baraabaru.com,"Baraabaru Maldives Pvt Ltd 
Nayaa 
Thinadhoo, Vaavu Atoll
Republic of Maldives","Mohamed Nazim 
Nayaa 
Thinadhoo, Vaavu Atoll
Republic of Maldives"
110,Casa Mia Inn Vashafaru,Malas,Haa Alifu,Vashafaru,,4,8,9896214,,casamiainn.vashafaru@gmail.com,,"Ali Musthafa
Mars
HA. Vashafaru
Republic of Maldives","Ali Musthafa 
Mars
HA. Vashafaru
Republic of Maldives"
111,Casa Paradiso,"Hudhuveli, Vashaa Magu",Alifu Alifu,Ukulhas,,13,26,7429998,,"reservations@casaparadisoukulhas,com",,"Hudhuveli Beach (SP)
Saudulla Ibrahim 
Winter Blue
Ukulhas, Alifu Alifu Atoll
Republic of Maldives","Ibrahim Khaleel 
Hithahfinivaage
Ukulhas, Alifu Alifu Atoll
Republic of Maldives"
112,Casa Retreat,Hulhumale' Lot. No. 10139,Kaafu,Male',Hulhumale',5,10,"3355722
3355799",,admin@sherimaldives.com,www.saleasia.com,"Sheri Pvt. Ltd. 
H.Lucky Corner, Roashanee Magu
Male' Republic of Maldives","Fayyaz Ali Manik 
Kelaa
Eydhafushi, Baa atoll
Republic of Maldives"
113,Cerulean View Residence,"1. Sea Lily 2. Hanz Palace, Uthuru Avah, Nikagas Magu",Haa Dhaalu,Hanimaadhoo,,11,22,7773062,,info.ceruleanview@gmail.com,www.ceruleanviewresidence.com,"Northern Hemisphere (SP)
Mohamed Jaleel 
G. Kaani Hiyaa
Male', Republic of Maldives","1. Owner of Sea Lily
Mohamed Jaleel
G. Kaani Hiyaa
Male', Republic of Maldives
2. Owner of Hanz Palace
Ahmed Habeeb 
Kudhiruvaalige, Hanimaadhoo, Haa Dhaalu Atoll
Republic of Maldives"
114,Chambao Maldives,"Vadige, Nooma Magu",Kaafu,Guraidhoo,,3,6,7372999,,info@chambaomaldives.com,https://chambaomaldives.com/,"Chambao Maldives (SP)
Ibrahim Hazum 
Lucky House
Guraidhoo, Kaafu Atoll
Republic of Maldives","1. Mohamed Husnee 
2. Ahmed Hammadh
Vadige
Guraidhoo, Kaafu Atoll
Republic of Maldives"
115,Champa Moon Guesthouse,G. Champa Moon,Kaafu,Male',Galolhu,13,21,3334045 3,330027,hasiben2@hotmail.com,,"Mohamed Moosa 
Ma. Champamaage
Male', Republic of Maldives","Mohamed Moosa 
Ma. Champamaage
Male', Republic of Maldives"
116,Chao Guest House,Chao,Kaafu,Maafushi,,3,6,7954300,,shiyamchao@gmail.com,,"Chau (SP) 
Ahmed Shiyam 
Chao
Maafush, Kaafu Atoll
Republic of Maldives","Chau
Ahmed Shiyam
Chao
Maafushi, Kaafu Atoll
Republic of Maldives"
117,Charming Holiday Lodge,Elhege,Seenu,Meedhoo,Addu City,4,8,7943884/6895018,,reservations@charmingholidaylodge.com,www.charmingholidaylodge.com,"Charming Maldives Pvt Ltd
Elhege
Meedhoo, Seenu Atoll
Republic of Maldives","Ahmed Hamid
Bashimaage
Meedhoo, Seenu Atoll
Republic of Maldives"
118,Chen Beach Inn,"Hulhumale' Lot No. 11078, Kaani Magu,",Kaafu,Male',Hulhumale’,22,44,4004491,,hi@graceatoll.com,,"Grace Atoll Pvt Ltd
H. South Reef, 5th Floor
Burevi Magu
Male, Republic of  Maldives","Ahmed Moosa 
M. Heena Villa
Male', Republic of Maldives"
119,Chillax Thoddoo,"White Rose, Moonlight Goalhi",Alifu Alifu,Thoddoo,,8,16,9969979,,chillaxthoddoo@gmail.com,,"Chillax Thoddoo (SP)
Moosa Suzain 
White Rose
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Ibrahim Hassan 
White Rose
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
120,Cinque Retreat and Spa,Hulhumale' Lot. No. 10515,Kaafu,Male',Hulhumale',9,18,3355552 / 7575553 / 9995325,,cinqueretreatandspa@gmail.com,www.cinqueretreatandspa.com,"Mariyam Shameema 
Sooraju 
Meedhoo, Dhaalu Atoll 
Republic of Maldives","Abdulla Waheed 
Ma. Binmaa Villa 
Male', Republic of Maldives"
121,Ciritono View,Aafiya Mazil,Kaafu,Maafushi,,9,18,9900055,,ciritono.view@gmail.com,,"Husham Mohamed Fulhu 
Hirigaa 
Hinnavaru, Lhaviyani Atoll
Republic of Maldives","1. Hussain Fayaz 
Aafiya Manzil
K. Maafushi
Republic of Maldives
2. Hawwa Ibrahim 
Aafiya Manzil
K. Maafushi
Republic of Maldives"
122,Ciritorno View,Aafiyaa Manzil,Kaafu,Maafushi,,9,18,9900055,,ciritorno.view@gmail.com,,"Husham Mohamed Fulhu
Hirigaa
Lh. Hinnavaru
Republic of Maldives","""1. Hussain Fayaz 
Aafiya Manzil
K. Maafushi
Republic of Maldives

2. Hawwa Ibrahim
Aafiya Manzil
K. Maafushi
Republic of Maldives"""
123,Clarks Exotica Kamadhoo Maldives,The Hawks Pvt Ltd - Harbour Area Land,Baa,Kamadhoo,,19,38,"3344949
7775123
7787964",,"hussainaman@thehawks.biz
info@mafhaa.com",,"Mafhaa Pvt Ltd 
Hulhumale' Lot. no. 10969
Munich Residence, Nirolhu Magu 16
Male', Republic of Maldives","Secretariat of the South Maalhosmadulu Kamadhoo Council
Kamadhoo, Baa Atoll
Republic of Maldives"
124,Cliff Retreat,Cliff,Shaviyani,Komandoo,,4,8,7811814,,reservations@favoritetravels.mv,www.favoritetravels.mv,"Favorite Travel & Tours Pvt. Ltd. 
Rehendhi 1, Apartment No.: 8A
Ameenee Magu
Male', Republic of Maldives","Mohamed Ibrahim 
Cliff
Komandoo, Shaviyani Atoll
Republic of Maldives"
125,Clouds Beach Retreat Laamu,"1. Nesvil 2. Nexpiz, Mukurimagu",Laamu,Gan,Mukurimagu,8,16,7997220,,ismailamir3@gmail.com,,"Clouds Holiday Maldives (SP)
Hassan Lomir 
Ma. Seenumaa
Neeloafaru Hingun
Male', Republic of Maldives","1. Owner of Nesvil
Mohamed Zahir 
Mukurimagu, Shabnameege, L. Gan, Republic of Maldives

2. Owner of Nexpiz
Mariyam Saeeda 
Mukurimagu, Finihiyaage, L. Gan, Republic of Maldives"
126,Clove Beach,Bluemee,Seenu,Hithadhoo,,3,6,7899445,,info@clovebeach.com,http://clovebeach.com/,"Clove (P)
Blue Light
Feydhoo, Seenu Atoll
Addu City, Republic of Maldives","Ibrahim Hassan 
Dhunsaamuraanige
Hithadhoo, Seenu Atoll
Republic of Maldive"
127,Club Blu,Hulhumale' Lot. No. 11047,Kaafu,Male',Hulhumale',10,20,3358989,3333999,info@spectra.mv,www.spectra.mv,"Spectra Public Limited Company 
M. Heenaavill, 2nd Floor
Buruzu Magu
Male', Republic of Maldives","Hassan Saeed 
Ma. Beach House 
Male' Republic of Maldives"
128,Club Gabbiano,"Alamaa, Fenboavalhu Magu",Alifu Alifu,Rasdhoo,,16,32,9101974,,info@clubgabbiano.com,http://www.clubgabbiano.com/,"Hussain Latheef 
Kasthoorige
Rasdhoo, Alifu Alifu Atoll 
Republic of Maldives","Ahmed Latheef 
Kasthoorige
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives"
129,Club Kaafu,Beach Rest & Beach View,Kaafu,Dhiffushi,,5,10,7779447,,,,"Acuario Pvt. Ltd. 
M. Lux Lodge, 1st Floor
Male', Republic of Maldives","1. Ali Zuhair , Handhuvareege, K. Dhiffushi, Republic of Maldives
2. Ali Shareef , Halavelige, K. Dhiffushi, Republic of Maldives"
130,Coastline Residences,Luxury Villa Land,Baa,Finolhas,B. Finolhas,38,76,3009797,3312139,chraa@coastlincsoup.com.mv,www.coastlinegroup.com.mv,"Coastline Hotels and Resorts Pvt Ltd
H. Irufeheyge
Maaveyo Magu
Male', Republic of Maldives","Coastline Hotels and Resorts Pvt Ltd
H. Irufeheyge
Maaveyo Magu
Male', Republic of Maldives"
131,Coco Cottage Local Style,"Starlin Roashanee Magu Guraidhoo, Kaafu Atoll Republic of Maldives",Kaafu,Guraidhoo,,5,10,7720940,,cococottagemv@gmail.com,,"Coco Cottage Local Style (SP-0980/2014)
Mohamed Shakir (A132465)
Starlin
Guraidhoo, Kaafu Atoll
Republic of Maldives","Mohamed Shakir (A132465)
Starlin
Guraidhoo, Kaafu Atoll
Republic of Maldives"
132,Coco Villa,"Dhoadhi, Shaheedh Ali Hingun",Alifu Alifu,Thoddoo,,6,12,7787904,9130337,info@coco-villa.com,www.coco-villa.com,"Fantasea Retreat Pvt Ltd 
Nooru Vaadhee
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Ali Waheed 
Janavareemaage
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
133,Coconut Palm Dhidhoo,Handhaan,Alifu Dhaalu,Dhidhdhoo,,3,6,7726278,,rilley-2011@hotmail.com,,"Coconut Palm Dhidhoo 
Saarath Yoosuf
Handhaan
Zamaanee Hingun
Dhidhdhoo, Alifu Dhaalu Atoll 
Republic of Maldives""","Saarath Yoosuf 
Dhidhdhoo, Alifu Dhaalu Atoll 
Republic of Maldives"
134,Cocos Beach House,"Green Villa, Hudhuvilaa Magu",Alifu Alifu,Bodufolhudhoo,,5,10,7933989,,alidhifau@gmail.com,,"Cocos Maldives Private Limited
M. Niyami
Raiveriyaa Higun
Male', Republic of Maldives","lsmail Moosa
Green Villa
Bodufolhudhoo, Alifu Alifu Atoll 
Republic of Maldives"
135,Cocotier Inn,"H. Raalhu Fonu, Filigas Hingun",Kaafu,Male',,16,32,9991232,,cocotierinvestments@gmail.com,,"Seven One Investments
M. Medhuriya
Asaree Hingun
Male' Republic of Maldives","Ahmed Shahid 
H.Raalhu Fonu
Male' Republic of Maldives"
136,Contento Retreat,Hulhumale' Lot no. 10826,Kaafu,Male',Hulhumale',14,28,"3358846
7753910",,contentomaldives@gmail.com,www.contentomaldives.com,"Contento Pvt Ltd 
Hulhumale', Sadhura
Nirolhu Magu
Male', Republic of Maldives","Fathimath Waheeda
Dhaftharu. No RS 7577
Male', Republic of Maldives"
137,Coral Beach Maldives,Nalahiyaa,Alifu Dhaalu,Hangnaameedhoo,,6,12,9844999,,whalesmaldives@gmail.com,,"Whales Group Pvt Ltd 
H. Veymuivilaa
Viajehey Magu
Male', Republic of Maldives","Mafroog Abdul Samad 
Billoorijehige
Adh. Hangnaameedhoo
Republic of Maldives"
138,Coral Castle,Fehivilaage,Baa,Goidhoo,,6,12,7777484,,coralcastle.goidhoo@gmail.com,,"Mohamed Hashim
G. Hiya 2 15-01
Male', Republic of Maldives","Fathimath Ali
Fehivilaage
Goidhoo, Baa Atoll
Republic of Maldives"
139,Coral Cove Tourist Guest House,Enam,Baa,Dharavandhoo,,5,10,7963033,,"admin@coralcovemaldives.com
",www.coralcovemaldives.com,"Maarikilu Investments Pvt Ltd 
M. Haveeree Manzaru
Shaheedh Ali Hingun
Male', Republic of Maldives","Mariyam Rasheedha 
Vaimatheege
Dharavandhoo, Baa Atoll
Republic of Maldives"
140,Coral Grand,M. Dhonbulhaage,Kaafu,Male',Maafannu,28,56,3348833,3348822,shifau77@gmail.com,,"Free Line Investment Pvt Ltd 
M. Hudhufas
Unigas Magu
Male', Republic of Maldives","Ali Ahmed 
Ma. Seeraazeege
Seeraazee Goalhi
Male', Republic of Maldives"
141,Coral Grand Beach & Spa,Hulhumale' Lot. No. 10970,Kaafu,Male',Hulhumale',20,40,3357770,,yes@coralgrandmaldives.com,,"Free Line Investments Private Limited 
V.Hudhufas, Unigasmagu
K.Male, Kaafu Atoll
Republic of Maldives","Zubaidha Mohamed 
V.Vaagali (402)
Male, Kaafu atoll
Republic of Maldives"
142,Coral Heavens Sunset View & Spa,Jewel,Kaafu,Guraidhoo,,7,14,9989068,,m-shamikh@live.com,,"Coral Heaven Maldives 
Mohamed Shamikh 
Irudheymaage
Gadhdhoo, Gaafu Dhaalu Atoll
Male', Republic of Maldives","Nahida Ahmed 
Jewel
K. Guraidhoo
Male', Republic of Maldives"
143,Coral Inn,"Luyoona Manzil, Gaamathi Magu",Kaafu,Thulusdhoo,,14,28,7657056,,"coralinn.mv@gmail.com
hello@coralinn.mv",,"Tree Coral Pvt Ltd 
H. Fus G/F 
Hadheebee Magu
Male', Republic of Maldives","1. Ibrahim Nashid 
2. Mohamed Nasheed 
3. Aminath Nashida Abdul Sattar
4. Ahmed Nazim Abdul Sattar
G. Kenereege, Male', Republic of Maldives"
144,Coral Queen Villa Ukulhas,Sunflower Vashaa Magu,Alifu Alifu,Ukulhas,,5,10,7773805,,coralqueenvilla@gmail.com,,"Sea Show
Mohamed Shareef 
Fathagumaage
Ukulhas, Alifu Alifu Atoll
Republic of Maldives","Mohamed Shareef 
Fathagumaage
Ukulhas, Alifu Alifu Atoll
Republic of Maldives"
145,Coral Queen Villa Ukulhas,"Sunflower, Vashaamagu",Alifu Alifu,Ukulhas,,5,10,7773805,,coralqueenvilla@gmail.com,,"Sea Show (SP)
Mohamed Shareef 
Fathagumaage
Ukulhas, Alifu Alifu Atoll
Republic of Maldive","Mohamed Shareef 
Fathagumaage
Ukulhas, Alifu Alifu Atoll
Republic of Maldives"
146,Coral Reef Huraa,Ufanveli,Kaafu,Huraa,,3,6,9113368,,mohamed.firushan@yahoo.com,www.facebook.com/coralreefhuraa/,"Coral Reef Huraa
Mohamed Firushaan 
Ufanveli
Huraa, Kaafu Atoll
Republic of Maldives","Hamid Shameem
Ufanveli
Huraa, Kaafu Atoll
Republic of Maldives"
147,Coral Villa Ukulhas,"Meadows, Orchid Magu",Alifu Alifu,Ukulhas,,5,10,7775812,,coralvillaukulhas@gmail.com,www.coralvillaukulhas.com,"Ahmed Aslam 
Thadiraiymaage
Ukulhas, Alifu Alifu Atoll
Republic of Maldives","Abdulla Ibrahim
Meadows
Ukulhas, Alifu Alifu Atoll
Republic of Maldives"
148,Corner Stay - Dhangethi,"Roashaneege
Ameenee Magu",Alifu Dhaalu,Dhangethi,,7,14,"7887627
7635900",,info@cornerstay.com,,"Pentozz Pvt Ltd 
M. Flamingo, 2nd Floor
Majeedhee Magu
Male', Republic of Maldives","Khadheeja Abdul Samad 
H. Thanbee Aage
Violet Magu
Male', Republic of Maldives"
